Age,Hours_Worked_Per_Week,Mental_Health_Condition,gender,industry,Location,sleep_Quality,stress_Level,access_to_Mental_Health_Resource,physical_Activity,region
22-32,26,ill,Other,Retail,Onsite,Average,Low,Yes,Weekly,North America
32-42,54,ill,Other,Healthcare,Hybrid,Average,Low,Yes,Daily,Oceania
>42,28,ill,Other,Consulting,Hybrid,Good,High,Yes,Not At All,Europe
>42,55,ill,Male,Finance,Hybrid,Average,High,No,Not At All,South America
22-32,20,fit,Other,Consulting,Onsite,Poor,Low,No,Weekly,Europe
22-32,32,ill,Male,Consulting,Onsite,Good,Low,Yes,Weekly,North America
22-32,43,ill,Other,IT,Remote,Average,Medium,Yes,Not At All,Asia
>42,58,fit,Male,Finance,Onsite,Poor,Low,Yes,Weekly,North America
>42,40,ill,Other,Consulting,Onsite,Average,High,Yes,Daily,North America
32-42,33,ill,Other,Education,Remote,Average,High,Yes,Daily,Africa
22-32,57,ill,Female,Manufacturing,Remote,Good,Low,No,Not At All,South America
32-42,39,ill,Male,Finance,Remote,Average,Medium,Yes,Weekly,Africa
22-32,57,ill,Other,Consulting,Onsite,Average,Low,Yes,Weekly,South America
22-32,57,ill,Female,IT,Onsite,Good,High,Yes,Daily,Asia
>42,34,ill,Male,Retail,Remote,Average,High,No,Weekly,Africa
>42,40,ill,Male,Finance,Onsite,Average,Medium,Yes,Weekly,Oceania
22-32,20,fit,Other,Retail,Hybrid,Good,High,Yes,Daily,Oceania
>42,41,ill,Female,IT,Hybrid,Poor,Medium,Yes,Daily,Europe
32-42,25,ill,Other,Finance,Hybrid,Poor,Low,Yes,Daily,South America
>42,28,ill,Other,Healthcare,Hybrid,Average,Medium,No,Not At All,Asia
22-32,21,ill,Female,Manufacturing,Hybrid,Average,Low,No,Weekly,Africa
32-42,48,fit,Female,IT,Hybrid,Poor,Low,No,Not At All,Europe
32-42,33,ill,Other,Healthcare,Hybrid,Poor,Low,Yes,Daily,North America
>42,33,ill,Female,Manufacturing,Onsite,Average,Low,No,Weekly,Asia
32-42,25,ill,Other,Retail,Hybrid,Good,Medium,Yes,Not At All,North America
32-42,53,ill,Other,Retail,Onsite,Good,Medium,Yes,Weekly,Europe
>42,46,ill,Female,IT,Hybrid,Good,Medium,No,Daily,Europe
>42,26,fit,Other,Retail,Remote,Poor,Medium,Yes,Not At All,South America
>42,58,ill,Female,Healthcare,Remote,Good,High,Yes,Daily,Africa
>42,25,ill,Other,Healthcare,Onsite,Good,High,Yes,Weekly,South America
>42,20,ill,Other,Finance,Onsite,Average,Medium,No,Daily,Asia
22-32,35,ill,Other,Finance,Onsite,Average,High,No,Weekly,South America
32-42,30,ill,Other,Manufacturing,Remote,Poor,Low,No,Daily,South America
>42,33,ill,Male,IT,Onsite,Good,Low,No,Weekly,Africa
>42,37,ill,Male,Healthcare,Onsite,Poor,High,Yes,Daily,North America
22-32,22,ill,Other,Education,Onsite,Good,High,No,Daily,Europe
>42,50,fit,Other,Finance,Hybrid,Good,High,No,Weekly,South America
22-32,58,ill,Female,Retail,Onsite,Poor,Medium,No,Weekly,Asia
>42,55,fit,Other,Healthcare,Hybrid,Average,Low,Yes,Not At All,Africa
22-32,53,ill,Other,Healthcare,Onsite,Good,High,Yes,Weekly,Africa
32-42,20,fit,Female,IT,Onsite,Good,High,No,Not At All,Asia
>42,37,fit,Male,Finance,Remote,Average,Low,No,Daily,Africa
>42,60,ill,Other,Manufacturing,Remote,Poor,Medium,Yes,Not At All,Oceania
>42,35,ill,Female,Education,Remote,Poor,High,Yes,Not At All,Europe
22-32,39,fit,Other,Healthcare,Remote,Poor,High,Yes,Weekly,Africa
32-42,21,ill,Female,IT,Hybrid,Average,Low,Yes,Weekly,Europe
22-32,41,ill,Female,Finance,Onsite,Poor,Low,No,Not At All,Africa
>42,40,fit,Other,Education,Onsite,Poor,High,No,Weekly,South America
>42,45,fit,Other,Retail,Onsite,Average,Medium,No,Weekly,North America
>42,34,ill,Male,Retail,Hybrid,Good,Low,No,Weekly,Africa
22-32,50,ill,Other,Manufacturing,Hybrid,Good,Medium,No,Not At All,Africa
22-32,40,ill,Other,IT,Remote,Poor,Medium,Yes,Weekly,Oceania
>42,40,ill,Female,Finance,Hybrid,Good,High,No,Not At All,Africa
>42,38,ill,Other,Education,Onsite,Good,Medium,Yes,Daily,Oceania
32-42,20,ill,Other,Manufacturing,Hybrid,Good,Low,No,Not At All,South America
>42,35,ill,Other,Healthcare,Remote,Average,High,Yes,Daily,Africa
32-42,43,ill,Other,Finance,Hybrid,Poor,High,No,Daily,North America
32-42,38,fit,Female,Finance,Remote,Average,Low,No,Not At All,Oceania
32-42,41,ill,Other,Manufacturing,Remote,Poor,Low,No,Daily,Asia
32-42,31,fit,Other,Manufacturing,Remote,Poor,Medium,Yes,Not At All,Asia
>42,27,ill,Other,Healthcare,Remote,Poor,High,No,Weekly,Africa
>42,52,ill,Female,Retail,Onsite,Good,High,No,Weekly,Asia
>42,39,ill,Female,Retail,Hybrid,Good,Medium,No,Weekly,Europe
>42,28,ill,Other,Education,Hybrid,Poor,Medium,No,Weekly,South America
22-32,20,ill,Male,IT,Hybrid,Good,Low,Yes,Not At All,North America
>42,33,ill,Male,Education,Remote,Good,Low,No,Not At All,Asia
22-32,25,ill,Female,Education,Hybrid,Good,Medium,Yes,Daily,Africa
>42,44,ill,Other,Consulting,Remote,Poor,High,Yes,Not At All,Africa
22-32,49,ill,Other,Education,Hybrid,Good,High,Yes,Not At All,Europe
32-42,22,ill,Male,Retail,Onsite,Poor,Low,Yes,Weekly,South America
>42,33,ill,Female,Manufacturing,Hybrid,Poor,Medium,Yes,Weekly,Africa
22-32,46,fit,Female,IT,Hybrid,Good,Medium,Yes,Not At All,Europe
>42,34,fit,Female,Finance,Onsite,Poor,Medium,No,Not At All,Africa
>42,35,fit,Male,Education,Onsite,Poor,Low,Yes,Not At All,Europe
>42,43,ill,Female,Manufacturing,Remote,Average,Low,No,Not At All,Asia
22-32,56,ill,Other,Manufacturing,Remote,Average,High,Yes,Weekly,South America
>42,36,ill,Female,IT,Remote,Average,Low,No,Weekly,Africa
22-32,52,ill,Male,Finance,Hybrid,Average,High,Yes,Daily,Europe
>42,31,fit,Male,Manufacturing,Remote,Poor,High,Yes,Weekly,Oceania
>42,45,fit,Other,Education,Hybrid,Good,Medium,No,Weekly,Asia
22-32,53,ill,Female,Manufacturing,Remote,Average,Low,Yes,Weekly,Asia
>42,49,ill,Female,Manufacturing,Hybrid,Average,Low,No,Weekly,Asia
22-32,60,fit,Female,Finance,Onsite,Average,High,No,Not At All,Europe
22-32,24,ill,Other,Consulting,Remote,Poor,Low,No,Not At All,Africa
22-32,58,ill,Other,Consulting,Onsite,Poor,High,Yes,Weekly,North America
>42,30,ill,Other,Retail,Onsite,Poor,Medium,Yes,Weekly,Oceania
>42,40,ill,Female,Consulting,Hybrid,Poor,Medium,No,Weekly,Europe
>42,31,ill,Other,Consulting,Hybrid,Poor,High,No,Not At All,South America
>42,28,fit,Female,Finance,Remote,Average,High,Yes,Weekly,Oceania
32-42,21,ill,Other,Finance,Onsite,Poor,Low,No,Not At All,Africa
>42,20,ill,Other,Consulting,Remote,Good,High,Yes,Not At All,Asia
22-32,34,fit,Female,Healthcare,Hybrid,Good,Medium,Yes,Not At All,Europe
32-42,40,ill,Other,Consulting,Onsite,Average,Low,Yes,Daily,South America
32-42,24,ill,Other,Manufacturing,Hybrid,Poor,Medium,Yes,Weekly,Europe
32-42,43,fit,Other,Consulting,Onsite,Good,Low,Yes,Not At All,South America
>42,27,ill,Other,Consulting,Remote,Good,High,Yes,Daily,Oceania
32-42,31,ill,Male,Finance,Onsite,Good,High,No,Weekly,South America
22-32,46,ill,Other,Consulting,Onsite,Poor,Medium,Yes,Weekly,Oceania
32-42,56,ill,Other,IT,Hybrid,Average,Low,Yes,Not At All,South America
32-42,20,ill,Female,Finance,Remote,Good,Low,Yes,Not At All,Africa
32-42,23,ill,Male,Consulting,Remote,Good,High,No,Weekly,Asia
>42,54,ill,Male,Manufacturing,Hybrid,Poor,High,Yes,Weekly,Africa
22-32,54,fit,Other,Education,Onsite,Average,Medium,No,Daily,Oceania
>42,59,ill,Other,Education,Hybrid,Poor,Low,Yes,Not At All,Oceania
>42,21,ill,Female,Consulting,Onsite,Good,Medium,No,Not At All,Africa
>42,40,fit,Other,Education,Hybrid,Good,High,No,Not At All,Oceania
>42,25,ill,Other,Retail,Onsite,Average,Medium,Yes,Not At All,Asia
>42,30,ill,Male,Healthcare,Onsite,Average,Medium,Yes,Weekly,Oceania
22-32,58,fit,Male,Education,Onsite,Poor,Medium,No,Weekly,Europe
>42,27,ill,Female,Education,Remote,Poor,Medium,No,Daily,Asia
>42,20,ill,Other,Manufacturing,Hybrid,Good,Low,Yes,Not At All,Asia
>42,47,ill,Other,Retail,Hybrid,Poor,High,Yes,Daily,Europe
22-32,24,ill,Female,Consulting,Onsite,Poor,High,Yes,Daily,North America
32-42,37,ill,Male,Finance,Onsite,Good,High,No,Not At All,North America
32-42,52,ill,Female,Manufacturing,Onsite,Poor,Medium,No,Daily,North America
32-42,53,ill,Female,Consulting,Remote,Average,Medium,No,Daily,South America
>42,48,ill,Female,Healthcare,Remote,Poor,Medium,Yes,Weekly,Europe
>42,29,ill,Other,IT,Hybrid,Average,Low,Yes,Weekly,Oceania
22-32,26,ill,Female,Manufacturing,Remote,Average,Low,Yes,Weekly,Oceania
32-42,35,ill,Other,Retail,Onsite,Average,Low,No,Daily,North America
22-32,50,ill,Other,IT,Remote,Average,Medium,Yes,Weekly,Oceania
>42,56,fit,Female,Finance,Onsite,Poor,Low,Yes,Daily,South America
22-32,58,ill,Male,Manufacturing,Onsite,Average,High,Yes,Not At All,North America
>42,42,ill,Other,Healthcare,Onsite,Good,High,Yes,Daily,Europe
>42,26,ill,Male,Finance,Remote,Average,Low,Yes,Not At All,North America
>42,43,ill,Other,Manufacturing,Hybrid,Good,Low,Yes,Daily,Africa
32-42,34,ill,Other,Finance,Hybrid,Poor,Low,Yes,Weekly,Oceania
22-32,21,fit,Other,Retail,Onsite,Average,Low,No,Not At All,Africa
22-32,44,fit,Female,Education,Hybrid,Poor,Medium,No,Weekly,Asia
32-42,38,ill,Female,Manufacturing,Hybrid,Average,Medium,Yes,Weekly,Oceania
22-32,32,ill,Other,Education,Remote,Good,Low,Yes,Not At All,Europe
>42,53,ill,Female,Consulting,Remote,Average,High,Yes,Daily,North America
>42,28,ill,Female,IT,Remote,Average,Medium,No,Not At All,North America
32-42,40,ill,Other,Manufacturing,Hybrid,Good,Low,No,Weekly,Africa
22-32,47,ill,Female,IT,Onsite,Poor,Medium,No,Daily,Asia
22-32,48,ill,Female,Manufacturing,Hybrid,Average,Medium,No,Weekly,North America
22-32,28,ill,Other,Finance,Remote,Poor,High,Yes,Not At All,North America
22-32,28,ill,Female,Retail,Remote,Good,Low,No,Daily,North America
>42,39,ill,Other,Consulting,Onsite,Average,High,No,Daily,Europe
22-32,39,fit,Other,Finance,Hybrid,Poor,Low,No,Daily,Oceania
>42,52,ill,Female,IT,Remote,Average,Medium,No,Weekly,Europe
>42,48,ill,Female,IT,Hybrid,Good,High,Yes,Not At All,Asia
>42,24,ill,Other,Education,Hybrid,Average,Low,No,Not At All,Africa
22-32,48,fit,Male,Manufacturing,Onsite,Poor,Medium,Yes,Weekly,Europe
>42,24,ill,Other,Healthcare,Hybrid,Poor,High,No,Daily,Africa
22-32,45,ill,Female,Education,Remote,Good,Low,Yes,Weekly,Asia
>42,23,ill,Other,IT,Onsite,Good,Medium,No,Not At All,Europe
32-42,52,fit,Female,Education,Remote,Average,High,Yes,Not At All,Europe
>42,60,ill,Male,Retail,Onsite,Average,Low,No,Not At All,North America
22-32,31,ill,Female,Education,Hybrid,Poor,Medium,No,Weekly,Europe
>42,25,ill,Male,Manufacturing,Remote,Poor,High,Yes,Not At All,Europe
22-32,31,ill,Female,IT,Remote,Average,Low,No,Weekly,Asia
22-32,30,ill,Female,Consulting,Remote,Good,Low,Yes,Weekly,Europe
>42,46,fit,Male,Manufacturing,Hybrid,Average,Low,Yes,Weekly,North America
32-42,49,ill,Male,IT,Onsite,Good,High,No,Weekly,Africa
22-32,46,fit,Other,Education,Hybrid,Poor,Medium,No,Weekly,Asia
>42,37,ill,Other,Finance,Hybrid,Good,Medium,Yes,Weekly,Europe
32-42,50,ill,Male,Education,Hybrid,Good,Low,Yes,Weekly,Oceania
>42,37,ill,Male,Finance,Remote,Average,High,No,Weekly,South America
32-42,51,ill,Other,IT,Remote,Poor,Low,No,Not At All,Asia
>42,32,ill,Other,Retail,Onsite,Good,High,No,Daily,North America
32-42,44,fit,Male,IT,Remote,Average,Low,No,Not At All,South America
>42,31,ill,Female,Consulting,Remote,Average,Medium,No,Weekly,Oceania
32-42,51,ill,Male,Manufacturing,Hybrid,Poor,High,Yes,Weekly,Africa
22-32,55,ill,Male,Consulting,Remote,Poor,Medium,No,Daily,Asia
>42,47,ill,Other,Manufacturing,Hybrid,Good,Medium,No,Not At All,North America
22-32,21,ill,Female,Retail,Hybrid,Average,High,Yes,Not At All,Africa
32-42,30,ill,Other,Manufacturing,Onsite,Good,Medium,No,Not At All,Oceania
32-42,32,ill,Other,Healthcare,Onsite,Good,Medium,Yes,Not At All,Europe
22-32,21,ill,Female,Finance,Remote,Good,Medium,Yes,Daily,Europe
32-42,57,fit,Male,Finance,Hybrid,Good,Low,Yes,Daily,Africa
>42,46,ill,Male,Healthcare,Hybrid,Good,High,Yes,Weekly,Africa
32-42,43,fit,Female,Retail,Onsite,Good,Low,Yes,Weekly,Africa
32-42,53,ill,Other,Education,Remote,Poor,Low,No,Weekly,Africa
>42,32,ill,Female,Healthcare,Onsite,Good,Low,Yes,Not At All,North America
>42,33,ill,Other,Manufacturing,Remote,Average,Low,No,Not At All,Oceania
>42,30,ill,Female,Retail,Remote,Average,Medium,No,Weekly,Asia
>42,24,ill,Female,Consulting,Hybrid,Poor,Medium,No,Weekly,Europe
>42,30,ill,Other,Consulting,Remote,Average,Medium,No,Daily,North America
22-32,58,ill,Other,Manufacturing,Remote,Good,High,No,Daily,South America
32-42,58,ill,Male,IT,Onsite,Good,Medium,No,Daily,Europe
>42,46,ill,Other,Retail,Onsite,Good,Low,No,Daily,North America
>42,33,ill,Female,Finance,Onsite,Good,Low,No,Not At All,South America
22-32,37,ill,Female,IT,Onsite,Poor,High,Yes,Not At All,Asia
>42,49,ill,Other,Finance,Remote,Average,Low,No,Weekly,Africa
22-32,47,fit,Other,Consulting,Onsite,Poor,Medium,No,Weekly,Africa
>42,57,ill,Male,Manufacturing,Onsite,Good,Medium,No,Daily,Africa
>42,59,ill,Other,Retail,Hybrid,Average,High,Yes,Not At All,Europe
22-32,33,ill,Female,Manufacturing,Remote,Good,Medium,No,Weekly,Oceania
>42,48,ill,Male,Education,Onsite,Average,Medium,No,Weekly,North America
>42,52,ill,Other,Finance,Onsite,Poor,Low,No,Not At All,North America
22-32,39,ill,Male,Finance,Hybrid,Average,Low,No,Not At All,North America
>42,45,ill,Female,IT,Onsite,Average,Low,Yes,Daily,Europe
32-42,20,ill,Female,IT,Onsite,Poor,Medium,Yes,Daily,North America
>42,42,fit,Female,IT,Remote,Average,Medium,No,Not At All,South America
32-42,53,ill,Other,Healthcare,Remote,Average,High,Yes,Daily,Europe
>42,51,fit,Male,IT,Onsite,Poor,High,No,Not At All,Europe
>42,37,ill,Other,IT,Onsite,Good,Medium,No,Daily,Asia
>42,60,fit,Male,Finance,Remote,Average,High,No,Not At All,Asia
>42,49,ill,Female,IT,Hybrid,Good,High,Yes,Weekly,Europe
>42,38,fit,Other,Retail,Remote,Poor,Medium,Yes,Weekly,Oceania
32-42,25,fit,Female,Education,Remote,Good,Low,No,Weekly,Europe
>42,54,fit,Other,Manufacturing,Remote,Good,Low,No,Daily,North America
>42,36,ill,Female,Healthcare,Onsite,Average,Medium,No,Weekly,North America
32-42,42,ill,Other,Education,Onsite,Good,Medium,Yes,Daily,Africa
22-32,29,ill,Male,Retail,Hybrid,Poor,High,No,Not At All,Africa
32-42,51,ill,Female,Retail,Remote,Poor,Medium,Yes,Weekly,Europe
>42,56,fit,Other,Education,Remote,Poor,Medium,No,Not At All,Europe
32-42,40,ill,Other,Consulting,Remote,Average,Low,No,Weekly,South America
32-42,38,ill,Other,Retail,Hybrid,Good,Low,No,Not At All,Asia
>42,24,ill,Other,Manufacturing,Remote,Good,High,No,Not At All,Europe
>42,56,ill,Other,Finance,Onsite,Average,High,No,Not At All,Africa
32-42,46,fit,Female,Manufacturing,Remote,Good,High,Yes,Weekly,Africa
32-42,21,ill,Other,Consulting,Onsite,Good,Low,No,Not At All,Europe
22-32,55,ill,Other,IT,Hybrid,Poor,High,Yes,Daily,South America
>42,21,ill,Other,Healthcare,Remote,Average,High,Yes,Weekly,South America
>42,59,ill,Male,Manufacturing,Onsite,Poor,High,Yes,Weekly,Asia
22-32,59,ill,Other,Manufacturing,Remote,Good,Medium,Yes,Weekly,North America
>42,42,fit,Male,Retail,Hybrid,Poor,Medium,No,Daily,Asia
32-42,40,fit,Female,Healthcare,Remote,Average,Low,No,Not At All,Asia
22-32,40,fit,Other,Manufacturing,Remote,Average,Low,No,Weekly,South America
22-32,44,fit,Female,Finance,Remote,Good,High,No,Weekly,Africa
22-32,27,ill,Female,Manufacturing,Remote,Good,Low,No,Not At All,Europe
32-42,55,ill,Other,Consulting,Onsite,Good,High,Yes,Not At All,South America
22-32,42,ill,Male,IT,Hybrid,Average,Low,No,Weekly,Oceania
>42,43,ill,Other,Manufacturing,Onsite,Average,Low,Yes,Not At All,Europe
>42,20,ill,Other,Healthcare,Remote,Poor,Low,Yes,Weekly,North America
22-32,56,ill,Male,Manufacturing,Hybrid,Poor,Medium,Yes,Not At All,Oceania
>42,25,ill,Female,IT,Hybrid,Good,Medium,No,Weekly,South America
32-42,52,fit,Other,Finance,Hybrid,Good,High,Yes,Not At All,Oceania
32-42,28,fit,Other,Manufacturing,Remote,Poor,Medium,No,Weekly,Europe
32-42,29,fit,Other,Retail,Remote,Good,Low,No,Daily,North America
>42,29,ill,Other,Education,Remote,Poor,High,Yes,Daily,Oceania
>42,38,ill,Female,Retail,Remote,Good,Medium,No,Daily,Asia
32-42,26,fit,Male,Consulting,Onsite,Good,Low,No,Not At All,South America
>42,53,ill,Other,Healthcare,Hybrid,Average,High,Yes,Weekly,Europe
>42,60,ill,Other,Finance,Hybrid,Average,High,No,Daily,Europe
32-42,31,ill,Male,Retail,Hybrid,Average,Medium,No,Weekly,Asia
22-32,32,ill,Other,Retail,Onsite,Poor,Low,Yes,Weekly,Europe
>42,54,ill,Female,Manufacturing,Hybrid,Poor,Medium,No,Daily,Oceania
22-32,55,fit,Male,Healthcare,Remote,Average,High,No,Weekly,South America
32-42,21,ill,Male,Consulting,Remote,Poor,Low,No,Not At All,Asia
32-42,35,ill,Other,Manufacturing,Onsite,Average,Low,Yes,Not At All,Africa
>42,45,ill,Other,Finance,Hybrid,Average,High,Yes,Not At All,North America
32-42,57,ill,Female,IT,Remote,Poor,Low,No,Weekly,North America
22-32,51,fit,Other,Healthcare,Hybrid,Good,Medium,Yes,Not At All,Africa
22-32,50,ill,Other,Consulting,Hybrid,Good,Low,No,Daily,North America
22-32,29,ill,Male,Finance,Remote,Good,Low,Yes,Not At All,Europe
22-32,37,ill,Other,Retail,Remote,Poor,Low,No,Daily,Africa
>42,45,ill,Female,Finance,Hybrid,Average,High,No,Not At All,Europe
>42,31,ill,Female,IT,Onsite,Poor,Medium,No,Weekly,North America
22-32,33,fit,Female,Retail,Remote,Good,Low,Yes,Weekly,North America
>42,29,ill,Male,Education,Onsite,Average,Low,Yes,Weekly,Oceania
>42,26,fit,Male,Education,Remote,Good,Medium,Yes,Weekly,South America
32-42,24,fit,Other,Finance,Hybrid,Poor,Low,Yes,Weekly,Oceania
>42,30,fit,Other,IT,Onsite,Good,Low,Yes,Not At All,Europe
22-32,56,ill,Male,Finance,Onsite,Average,High,No,Not At All,Oceania
32-42,42,ill,Other,Consulting,Onsite,Poor,Low,No,Daily,Europe
>42,30,ill,Female,Healthcare,Remote,Average,High,No,Daily,Oceania
>42,45,ill,Male,Manufacturing,Hybrid,Good,Medium,Yes,Daily,Asia
>42,28,ill,Other,IT,Onsite,Average,Medium,No,Weekly,South America
>42,33,fit,Other,Education,Hybrid,Good,High,No,Weekly,Europe
>42,60,ill,Male,Healthcare,Hybrid,Average,Low,No,Weekly,Europe
32-42,45,ill,Other,IT,Onsite,Poor,Medium,No,Not At All,North America
32-42,49,ill,Other,Healthcare,Remote,Poor,Medium,Yes,Weekly,Europe
22-32,31,ill,Male,Education,Hybrid,Poor,Low,No,Not At All,Europe
>42,59,ill,Other,Education,Onsite,Average,High,Yes,Daily,Oceania
22-32,42,ill,Male,Finance,Hybrid,Good,Medium,No,Not At All,North America
32-42,33,ill,Female,Retail,Hybrid,Average,High,Yes,Daily,Africa
>42,57,fit,Male,IT,Hybrid,Average,Medium,Yes,Weekly,Europe
22-32,48,ill,Other,Manufacturing,Hybrid,Poor,High,Yes,Not At All,Africa
>42,33,ill,Other,Healthcare,Remote,Poor,High,Yes,Weekly,Oceania
32-42,56,ill,Other,Consulting,Onsite,Average,Low,Yes,Daily,North America
22-32,41,ill,Male,Finance,Onsite,Poor,High,No,Weekly,Asia
32-42,42,ill,Other,Education,Onsite,Average,High,Yes,Weekly,Asia
>42,57,fit,Other,Finance,Onsite,Poor,Medium,Yes,Not At All,North America
>42,41,ill,Female,Consulting,Hybrid,Average,Medium,No,Weekly,Oceania
22-32,31,ill,Female,Healthcare,Onsite,Good,Medium,No,Daily,Africa
>42,40,ill,Other,IT,Onsite,Good,High,No,Not At All,Africa
>42,51,ill,Other,Education,Remote,Poor,Medium,Yes,Not At All,Oceania
22-32,24,fit,Female,Healthcare,Onsite,Average,Medium,Yes,Weekly,Asia
22-32,39,ill,Female,Finance,Onsite,Average,Medium,No,Daily,Oceania
22-32,49,ill,Male,Education,Onsite,Poor,High,No,Daily,South America
>42,60,fit,Female,IT,Onsite,Average,Medium,Yes,Daily,Africa
22-32,32,fit,Female,Consulting,Onsite,Average,Low,No,Not At All,North America
32-42,38,ill,Other,Manufacturing,Remote,Poor,High,No,Weekly,Africa
>42,31,ill,Other,Consulting,Remote,Poor,High,No,Weekly,South America
22-32,54,ill,Other,Healthcare,Remote,Good,Medium,No,Weekly,Europe
>42,44,ill,Male,Finance,Onsite,Poor,High,Yes,Not At All,Oceania
22-32,25,ill,Male,IT,Remote,Average,Low,No,Not At All,South America
32-42,33,ill,Other,IT,Onsite,Poor,High,No,Not At All,Europe
32-42,46,ill,Female,Manufacturing,Hybrid,Average,High,No,Not At All,Oceania
32-42,20,ill,Male,Education,Onsite,Average,Low,No,Not At All,North America
>42,33,ill,Female,Retail,Hybrid,Good,Low,No,Daily,North America
>42,20,ill,Male,Manufacturing,Hybrid,Poor,Medium,Yes,Daily,Africa
32-42,53,ill,Other,Education,Onsite,Poor,Low,Yes,Daily,North America
32-42,57,ill,Other,Education,Remote,Average,High,No,Daily,Asia
32-42,58,fit,Male,Manufacturing,Remote,Good,High,No,Daily,Africa
>42,57,ill,Male,Education,Hybrid,Poor,Medium,Yes,Weekly,Asia
>42,38,ill,Other,Finance,Hybrid,Good,Medium,No,Not At All,Asia
22-32,22,ill,Female,Healthcare,Onsite,Good,Low,Yes,Weekly,Asia
22-32,43,fit,Male,Education,Remote,Good,Medium,Yes,Weekly,North America
>42,20,ill,Female,Retail,Remote,Average,Low,No,Daily,South America
22-32,42,ill,Other,Consulting,Hybrid,Good,Low,No,Daily,Asia
>42,28,ill,Other,Healthcare,Hybrid,Average,High,No,Daily,South America
22-32,23,ill,Female,Retail,Hybrid,Good,High,Yes,Weekly,Africa
>42,55,ill,Male,Finance,Remote,Poor,Low,Yes,Not At All,Africa
22-32,25,fit,Male,Retail,Remote,Good,Low,Yes,Weekly,Oceania
>42,34,fit,Other,Finance,Remote,Poor,High,No,Not At All,Africa
22-32,41,ill,Female,Consulting,Hybrid,Good,High,No,Weekly,Africa
22-32,45,ill,Other,IT,Hybrid,Poor,Medium,Yes,Not At All,Europe
32-42,28,ill,Male,Finance,Onsite,Poor,Low,Yes,Not At All,Asia
32-42,54,ill,Other,Finance,Onsite,Poor,Low,No,Not At All,South America
